control_id,iteration,fact_index,mover_score,is_found_binary,status,fact_text,evidence_found
151,5,3,0.5922,0,MISSING,"There were 1777 repetitive detections, that violate the threshold",these deviations implement targeted automation for
151,5,4,0.5998,0,MISSING,There were 0 detection mismatches.,these deviations implement targeted automation
151,5,5,0.7322,0,INDICATED,There were 544 missing activations that violate the threshold,missing steps (544 in activation 319 in detection)
151,5,6,0.7557,0,INDICATED,"There were 1990 repetitive activations, which violate the threshold",to extensive repetitions (1990 in activation
151,5,7,0.5813,0,MISSING,"There were 115 activation mismatches, which violate the theshold",these deviations implement targeted automation for
151,5,8,0.7351,0,INDICATED,"There were 1653 repetitive awaiting events, that violate the threshold",1653 in awaiting) and significant missing steps (544 in activation
151,5,9,0.5884,0,MISSING,There were 4 awaiting mismatches.,these deviations implement targeted automation
151,5,10,0.5836,0,MISSING,"There were 119 repetitive awaiting events, that violate the threshold",the incident management process exhibits critically low fitness with all
151,5,11,0.5832,0,MISSING,45 resolution mismatches violate the threshold and may represent false negatives later reclassified as true positives.,these deviations implement targeted automation for repetitive tasks and provide focused training to improve adherence
151,6,1,0.6109,0,INDICATED,"Detection, activation, and awaiting activities showed high to critical non-compliance.",activities show critically low average fitness falling below the acceptable compliance
151,6,2,0.5911,0,MISSING,"There were 319 missing detections, that violate threshold",falling below the acceptable compliance
151,6,3,0.5978,0,MISSING,"There were 1777 repetitive detections, that violate the threshold",the responder must prioritize investigating the root
151,6,4,0.5996,0,MISSING,There were 0 detection mismatches.,the responder must prioritize
151,6,5,0.729,0,INDICATED,There were 544 missing activations that violate the threshold,deviations (544) **recommendation:** the responder must prioritize investigating the root
151,6,6,0.7472,0,INDICATED,"There were 1990 repetitive activations, which violate the threshold",of 'repetition' deviations (1990 in activation
151,6,7,0.5764,0,MISSING,"There were 115 activation mismatches, which violate the theshold",excessive repetitions and missing steps in the 'activation'
151,6,8,0.7151,0,INDICATED,"There were 1653 repetitive awaiting events, that violate the threshold",1653 in awaiting) additionally 'activation' also exhibits a significant number
151,6,9,0.5792,0,MISSING,There were 4 awaiting mismatches.,1653 in awaiting) additionally
151,6,10,0.5874,0,MISSING,"There were 119 repetitive awaiting events, that violate the threshold",average fitness falling below the acceptable compliance
151,6,11,0.5774,0,MISSING,45 resolution mismatches violate the threshold and may represent false negatives later reclassified as true positives.,phases remediation efforts should focus on process streamlining and enforcement to ensure consistent execution thereby improving overall compliance
151,7,1,0.6158,0,INDICATED,"Detection, activation, and awaiting activities showed high to critical non-compliance.",repetition and mismatch deviations aiming to significantly
151,7,2,0.7356,0,INDICATED,"There were 319 missing detections, that violate threshold",319 missing and 1777 repetition deviations (exceeding
151,7,3,0.7347,0,INDICATED,"There were 1777 repetitive detections, that violate the threshold",319 missing and 1777 repetition deviations (exceeding
151,7,4,0.6006,0,INDICATED,There were 0 detection mismatches.,issue with process conformance
151,7,5,0.7259,0,INDICATED,There were 544 missing activations that violate the threshold,shows 544 missing 1990 repetition and 115 mismatch deviations (exceeding
151,7,6,0.7656,0,INDICATED,"There were 1990 repetitive activations, which violate the threshold",missing 1990 repetition and 115 mismatch deviations (exceeding
151,7,7,0.7356,0,INDICATED,"There were 115 activation mismatches, which violate the theshold",544 missing 1990 repetition and 115 mismatch deviations (exceeding
151,7,8,0.7427,0,INDICATED,"There were 1653 repetitive awaiting events, that violate the threshold",and <=50) 'awaiting' has 1653 repetition deviations
151,7,9,0.5883,0,MISSING,There were 4 awaiting mismatches.,average fitness of 0.15 additionally
151,7,10,0.7342,0,INDICATED,"There were 119 repetitive awaiting events, that violate the threshold",119 repetition and 45 mismatch deviations (exceeding
151,7,11,0.7074,0,INDICATED,45 resolution mismatches violate the threshold and may represent false negatives later reclassified as true positives.,45 mismatch deviations (exceeding <=50 and <=20) **recommendation:** urgent remediation is required for the 'activation' activity which fails
151,8,1,0.6406,0,INDICATED,"Detection, activation, and awaiting activities showed high to critical non-compliance.",key activities exhibiting critical non-compliance specifically 'activation'
151,8,2,0.5832,0,MISSING,"There were 319 missing detections, that violate threshold",has 544 missing 1990 repetitions
151,8,3,0.5915,0,MISSING,"There were 1777 repetitive detections, that violate the threshold",(0.14) fall below the acceptable fitness threshold
151,8,4,0.6005,0,INDICATED,There were 0 detection mismatches.,incident management compliance is poor
151,8,5,0.7308,0,INDICATED,There were 544 missing activations that violate the threshold,'activation' has 544 missing 1990 repetitions
151,8,6,0.756,0,INDICATED,"There were 1990 repetitive activations, which violate the threshold",missing 1990 repetitions 115 mismatches) and alarmingly long average
151,8,7,0.7267,0,INDICATED,"There were 115 activation mismatches, which violate the theshold",'activation' has 544 missing 1990 repetitions 115 mismatches) and
151,8,8,0.5765,0,MISSING,"There were 1653 repetitive awaiting events, that violate the threshold",'awaiting' (0.14) fall below the acceptable fitness
151,8,9,0.613,0,INDICATED,There were 4 awaiting mismatches.,has 544 missing 1990 repetitions
151,8,10,0.5822,0,MISSING,"There were 119 repetitive awaiting events, that violate the threshold",'awaiting' (0.14) fall below the acceptable fitness
151,8,11,0.5769,0,MISSING,45 resolution mismatches violate the threshold and may represent false negatives later reclassified as true positives.,resource allocation to ensure adherence to defined process steps and target completion times
151,9,1,0.6118,0,INDICATED,"Detection, activation, and awaiting activities showed high to critical non-compliance.",management compliance for recorded it security incidents is low
151,9,2,0.7105,0,INDICATED,"There were 319 missing detections, that violate threshold",'repetition' counts in 'detection' (319
151,9,3,0.7078,0,INDICATED,"There were 1777 repetitive detections, that violate the threshold",'repetition' counts in 'detection' (319 1777)
151,9,4,0.5925,0,MISSING,There were 0 detection mismatches.,severely impede process conformance
151,9,5,0.6962,0,INDICATED,There were 544 missing activations that violate the threshold,'repetition' counts in 'detection' (319 1777) 'activation' (544
151,9,6,0.7182,0,INDICATED,"There were 1990 repetitive activations, which violate the threshold",1990) 'awaiting' (1653 repetition) and 'resolution'
151,9,7,0.5821,0,MISSING,"There were 115 activation mismatches, which violate the theshold",(119 repetition 45 mismatch) severely impede process conformance
151,9,8,0.7149,0,INDICATED,"There were 1653 repetitive awaiting events, that violate the threshold",(1653 repetition) and 'resolution' (119 repetition 45 mismatch) severely impede process conformance
151,9,9,0.5788,0,MISSING,There were 4 awaiting mismatches.,(119 repetition 45 mismatch)
151,9,10,0.7309,0,INDICATED,"There were 119 repetitive awaiting events, that violate the threshold",(119 repetition 45 mismatch) severely impede process conformance
151,9,11,0.718,0,INDICATED,45 resolution mismatches violate the threshold and may represent false negatives later reclassified as true positives.,45 mismatch) severely impede process conformance across nearly all activities remediation is required to identify and address the root
151,10,1,0.6158,0,INDICATED,"Detection, activation, and awaiting activities showed high to critical non-compliance.","checks to reduce missing repetition and mismatch deviations in ""activation"""
151,10,2,0.5915,0,MISSING,"There were 319 missing detections, that violate threshold",to reduce missing repetition and mismatch
151,10,3,0.6002,0,INDICATED,"There were 1777 repetitive detections, that violate the threshold",is critically below the acceptable threshold
151,10,4,0.6021,0,INDICATED,There were 0 detection mismatches.,the average fitness compliance
151,10,5,0.7245,0,INDICATED,There were 544 missing activations that violate the threshold,all deviation types (missing 544 repetition
151,10,6,0.7575,0,INDICATED,"There were 1990 repetitive activations, which violate the threshold",all deviation types (missing 544 repetition 1990
151,10,7,0.7238,0,INDICATED,"There were 115 activation mismatches, which violate the theshold",deviation types (missing 544 repetition 1990 mismatch 115) far exceed
151,10,8,0.7389,0,INDICATED,"There were 1653 repetitive awaiting events, that violate the threshold","""awaiting"" repetition deviations (1653) are significantly over the acceptable"
151,10,9,0.5947,0,MISSING,There were 4 awaiting mismatches.,to reduce missing repetition
151,10,10,0.5892,0,MISSING,"There were 119 repetitive awaiting events, that violate the threshold","the average fitness compliance for the ""activation"""
151,10,11,0.5744,0,MISSING,45 resolution mismatches violate the threshold and may represent false negatives later reclassified as true positives.,prioritize reducing repetitions and investigate the causes of excessive delays to bring average times down within
152,1,1,0.6087,0,INDICATED,Average detection duration was 4 days 6 hours 35 minutes (6155 minutes). Above the acceptable threshold.,35min) activation (8d 18h 55min) awaiting (16d 8h 10min) and resolution (5d 22h 11min) critically exceed their respective non-acceptable
152,1,2,0.6409,0,INDICATED,Average activation duration was 8 days 18 hours 55 minutes (12655 minutes). Above the acceptable threshold.,8h 10min) and resolution (5d 22h 11min) critically exceed their respective non-acceptable time thresholds (2880 min
152,1,3,0.6478,0,INDICATED,Average awaiting duration was 16 days 8 hours 10 minutes (23530 minutes). Above the acceptable threshold.,10min) and resolution (5d 22h 11min) critically exceed their respective non-acceptable time thresholds (2880 min
152,1,4,0.6503,0,INDICATED,Average resolution duration was 5 days 22 hours 11 minutes (8531 minutes). Above the acceptable threshold.,resolution (5d 22h 11min) critically exceed their respective non-acceptable time thresholds (2880 min
152,1,5,0.609,0,INDICATED,No unusual temporal spikes were observed.,indicate severe process efficiency impediments
152,1,6,0.5795,0,MISSING,Weekend periods with no work activity (approximately 2.5 days) partially explain increased durations.,11min) critically exceed their respective non-acceptable time thresholds (2880 min
152,2,1,0.6178,0,INDICATED,Average detection duration was 4 days 6 hours 35 minutes (6155 minutes). Above the acceptable threshold.,their 'nonacceptabletime' thresholds specifically 'detection' (6155 min vs non-acceptable 2880 min) 'activation' (12655
152,2,2,0.62,0,INDICATED,Average activation duration was 8 days 18 hours 55 minutes (12655 minutes). Above the acceptable threshold.,beyond their 'nonacceptabletime' thresholds specifically 'detection' (6155 min vs non-acceptable 2880 min) 'activation' (12655
152,2,3,0.6211,0,INDICATED,Average awaiting duration was 16 days 8 hours 10 minutes (23530 minutes). Above the acceptable threshold.,(8531 min vs 4320 min) indicate critical bottlenecks the 'awaiting' state is the most severe averaging over 16 days
152,2,4,0.6246,0,INDICATED,Average resolution duration was 5 days 22 hours 11 minutes (8531 minutes). Above the acceptable threshold.,(8531 min vs 4320 min) indicate critical bottlenecks the 'awaiting' state is the most
152,2,5,0.6082,0,INDICATED,No unusual temporal spikes were observed.,improvements in initial incident triage
152,2,6,0.5913,0,MISSING,Weekend periods with no work activity (approximately 2.5 days) partially explain increased durations.,all activities except closure significantly impede process efficiency with average durations
152,3,1,0.7999,0,INDICATED,Average detection duration was 4 days 6 hours 35 minutes (6155 minutes). Above the acceptable threshold.,"""detection"" (4 days 6 hours 35 minutes or 6155 minutes) are all well above their"
152,3,2,0.7948,0,INDICATED,Average activation duration was 8 days 18 hours 55 minutes (12655 minutes). Above the acceptable threshold.,"minutes similarly ""activation"" (8 days 18 hours 55 minutes or 12655 minutes) ""resolution"""
152,3,3,0.8588,1,FOUND,Average awaiting duration was 16 days 8 hours 10 minutes (23530 minutes). Above the acceptable threshold.,averages 16 days 8 hours 10 minutes (23530 minutes) far exceeding its non-acceptable threshold
152,3,4,0.784,0,INDICATED,Average resolution duration was 5 days 22 hours 11 minutes (8531 minutes). Above the acceptable threshold.,"minutes) ""resolution"" (5 days 22 hours 11 minutes or 8531 minutes) and ""detection"""
152,3,5,0.6097,0,INDICATED,No unusual temporal spikes were observed.,the assessment reveals significant efficiency impediments
152,3,6,0.5792,0,MISSING,Weekend periods with no work activity (approximately 2.5 days) partially explain increased durations.,potential automation opportunities to significantly reduce these non-compliant average durations
152,4,1,0.647,0,INDICATED,Average detection duration was 4 days 6 hours 35 minutes (6155 minutes). Above the acceptable threshold.,average activity durations indicate significant process inefficiency with detection (n 4d 6h 35min)
152,4,2,0.6362,0,INDICATED,Average activation duration was 8 days 18 hours 55 minutes (12655 minutes). Above the acceptable threshold.,average activity durations indicate significant process inefficiency with detection (n 4d 6h 35min) activation (a 8d
152,4,3,0.6404,0,INDICATED,Average awaiting duration was 16 days 8 hours 10 minutes (23530 minutes). Above the acceptable threshold.,average activity durations indicate significant process inefficiency with detection (n 4d 6h 35min) activation (a 8d
152,4,4,0.6244,0,INDICATED,Average resolution duration was 5 days 22 hours 11 minutes (8531 minutes). Above the acceptable threshold.,10min) and resolution (r 5d 22h 11min) all greatly exceeding their acceptable and
152,4,5,0.6036,0,INDICATED,No unusual temporal spikes were observed.,indicate significant process inefficiency
152,4,6,0.5922,0,MISSING,Weekend periods with no work activity (approximately 2.5 days) partially explain increased durations.,average activity durations indicate significant process inefficiency with detection (n
152,5,1,0.6198,0,INDICATED,Average detection duration was 4 days 6 hours 35 minutes (6155 minutes). Above the acceptable threshold.,average duration of 16 days 8 hours 10 minutes which is well above the non-acceptable threshold
152,5,2,0.6729,0,INDICATED,Average activation duration was 8 days 18 hours 55 minutes (12655 minutes). Above the acceptable threshold.,average duration of 16 days 8 hours 10 minutes which is well above the non-acceptable threshold
152,5,3,0.687,0,INDICATED,Average awaiting duration was 16 days 8 hours 10 minutes (23530 minutes). Above the acceptable threshold.,average duration of 16 days 8 hours 10 minutes which is well above the non-acceptable threshold
152,5,4,0.6136,0,INDICATED,Average resolution duration was 5 days 22 hours 11 minutes (8531 minutes). Above the acceptable threshold.,average duration of 16 days 8 hours 10 minutes which is well above the non-acceptable threshold
152,5,5,0.6008,0,INDICATED,No unusual temporal spikes were observed.,severely impedes process efficiency
152,5,6,0.6028,0,INDICATED,Weekend periods with no work activity (approximately 2.5 days) partially explain increased durations.,repetitions in this state (1653 instances) for future reduction in activity durations
152,6,1,0.6079,0,INDICATED,Average detection duration was 4 days 6 hours 35 minutes (6155 minutes). Above the acceptable threshold.,35min) activation (8d 18h 55min) awaiting (16d 8h 10min) and resolution (5d 22h
152,6,2,0.6342,0,INDICATED,Average activation duration was 8 days 18 hours 55 minutes (12655 minutes). Above the acceptable threshold.,8h 10min) and resolution (5d 22h 11min) significantly exceed their respective non-acceptable time thresholds
152,6,3,0.6414,0,INDICATED,Average awaiting duration was 16 days 8 hours 10 minutes (23530 minutes). Above the acceptable threshold.,10min) and resolution (5d 22h 11min) significantly exceed their respective non-acceptable time thresholds
152,6,4,0.6378,0,INDICATED,Average resolution duration was 5 days 22 hours 11 minutes (8531 minutes). Above the acceptable threshold.,and resolution (5d 22h 11min) significantly exceed their respective non-acceptable time thresholds the
152,6,5,0.611,0,INDICATED,No unusual temporal spikes were observed.,to identify opportunities for process streamlining
152,6,6,0.5885,0,MISSING,Weekend periods with no work activity (approximately 2.5 days) partially explain increased durations.,'awaiting' activity shows the longest average duration strongly impeding overall process efficiency remediation
152,7,1,0.6169,0,INDICATED,Average detection duration was 4 days 6 hours 35 minutes (6155 minutes). Above the acceptable threshold.,the average durations for detection (n 4d 6h 35min) activation (a 8d 18h
152,7,2,0.6219,0,INDICATED,Average activation duration was 8 days 18 hours 55 minutes (12655 minutes). Above the acceptable threshold.,8h 10min) and resolution (r 5d 22h 11min) severely impede process efficiency as
152,7,3,0.628,0,INDICATED,Average awaiting duration was 16 days 8 hours 10 minutes (23530 minutes). Above the acceptable threshold.,10min) and resolution (r 5d 22h 11min) severely impede process efficiency as they
152,7,4,0.6254,0,INDICATED,Average resolution duration was 5 days 22 hours 11 minutes (8531 minutes). Above the acceptable threshold.,and resolution (r 5d 22h 11min) severely impede process efficiency as they significantly
152,7,5,0.6025,0,INDICATED,No unusual temporal spikes were observed.,improving clarity in state transitions
152,7,6,0.582,0,MISSING,Weekend periods with no work activity (approximately 2.5 days) partially explain increased durations.,critically low compliance (all < 0.18) focus on streamlining workflows
152,8,1,0.5767,0,MISSING,Average detection duration was 4 days 6 hours 35 minutes (6155 minutes). Above the acceptable threshold.,number of repetitions (1653 events) considerably exceeding the acceptable limit of 200 similarly
152,8,2,0.6279,0,INDICATED,Average activation duration was 8 days 18 hours 55 minutes (12655 minutes). Above the acceptable threshold.,"(1653 events) considerably exceeding the acceptable limit of 200 similarly ""activation"" (8 days"
152,8,3,0.6333,0,INDICATED,Average awaiting duration was 16 days 8 hours 10 minutes (23530 minutes). Above the acceptable threshold.,"(1653 events) considerably exceeding the acceptable limit of 200 similarly ""activation"" (8 days 1990 repetitions)"
152,8,4,0.6191,0,INDICATED,Average resolution duration was 5 days 22 hours 11 minutes (8531 minutes). Above the acceptable threshold.,"(1653 events) considerably exceeding the acceptable limit of 200 similarly ""activation"" (8 days 1990 repetitions) and ""resolution"" (5 days"
152,8,5,0.6116,0,INDICATED,No unusual temporal spikes were observed.,most significant impediment to efficiency averaging
152,8,6,0.5945,0,MISSING,Weekend periods with no work activity (approximately 2.5 days) partially explain increased durations.,"and ""resolution"" (5 days 119 repetitions) also exhibit critical durations and high"
152,9,1,0.6223,0,INDICATED,Average detection duration was 4 days 6 hours 35 minutes (6155 minutes). Above the acceptable threshold.,average durations for detection (6155 min) activation (12655 min) awaiting (23530 min) and resolution (8531 min) are critically high
152,9,2,0.6277,0,INDICATED,Average activation duration was 8 days 18 hours 55 minutes (12655 minutes). Above the acceptable threshold.,activation (12655 min) awaiting (23530 min) and resolution (8531 min) are critically high
152,9,3,0.6293,0,INDICATED,Average awaiting duration was 16 days 8 hours 10 minutes (23530 minutes). Above the acceptable threshold.,activation (12655 min) awaiting (23530 min) and resolution (8531 min) are critically high
152,9,4,0.6281,0,INDICATED,Average resolution duration was 5 days 22 hours 11 minutes (8531 minutes). Above the acceptable threshold.,activation (12655 min) awaiting (23530 min) and resolution (8531 min) are critically high
152,9,5,0.5992,0,MISSING,No unusual temporal spikes were observed.,also showing critically high repetitions
152,9,6,0.6042,0,INDICATED,Weekend periods with no work activity (approximately 2.5 days) partially explain increased durations.,thresholds as only the closure activity (40 min) operates within acceptable limits
152,10,1,0.6223,0,INDICATED,Average detection duration was 4 days 6 hours 35 minutes (6155 minutes). Above the acceptable threshold.,average durations for detection (6155 min) activation (12655 min) awaiting (23530 min) and resolution (8531 min) are critically high
152,10,2,0.6277,0,INDICATED,Average activation duration was 8 days 18 hours 55 minutes (12655 minutes). Above the acceptable threshold.,activation (12655 min) awaiting (23530 min) and resolution (8531 min) are critically high
152,10,3,0.6293,0,INDICATED,Average awaiting duration was 16 days 8 hours 10 minutes (23530 minutes). Above the acceptable threshold.,activation (12655 min) awaiting (23530 min) and resolution (8531 min) are critically high
152,10,4,0.6281,0,INDICATED,Average resolution duration was 5 days 22 hours 11 minutes (8531 minutes). Above the acceptable threshold.,activation (12655 min) awaiting (23530 min) and resolution (8531 min) are critically high
152,10,5,0.6113,0,INDICATED,No unusual temporal spikes were observed.,these prolonged durations impede process efficiency
152,10,6,0.5863,0,MISSING,Weekend periods with no work activity (approximately 2.5 days) partially explain increased durations.,resolution (8531 min) are critically high significantly exceeding their respective non-acceptable time thresholds
153,1,1,0.6351,0,INDICATED,Several incidents (216) had process fitness of 0.5 and below.,0.5 the majority of these critical incidents consistently show `impact=2`
153,1,2,0.6253,0,INDICATED,INC0032450 had the lowest process fitness of 0.19.,fitness scores ranging from 0.19
153,1,3,0.5804,0,MISSING,Multiple incidents had process fitness between 0.2 and 0.3.,incidents are poorly managed this widespread process drift
153,1,4,0.6483,0,INDICATED,This critical process severity requires deeper individual incident analysis.,this widespread process drift poses a significant risk
153,2,1,0.6086,0,INDICATED,Several incidents (216) had process fitness of 0.5 and below.,common patterns like symptom 491 location 204 and category 46 to either
153,2,2,0.6253,0,INDICATED,INC0032450 had the lowest process fitness of 0.19.,fitness scores ranging from 0.19
153,2,3,0.5939,0,MISSING,Multiple incidents had process fitness between 0.2 and 0.3.,2 and priority 3 yet show severe process
153,2,4,0.6489,0,INDICATED,This critical process severity requires deeper individual incident analysis.,and priority 3 yet show severe process deviations
153,3,1,0.6279,0,INDICATED,Several incidents (216) had process fitness of 0.5 and below.,compliance severity level (fitness <= 0.5) indicating significant deviations
153,3,2,0.7951,0,INDICATED,INC0032450 had the lowest process fitness of 0.19.,incidents such as inc0032450 (fitness 0.190)
153,3,3,0.5984,0,MISSING,Multiple incidents had process fitness between 0.2 and 0.3.,drift between the theoretical and practical process to deep
153,3,4,0.6345,0,INDICATED,This critical process severity requires deeper individual incident analysis.,propose targeted remediations data on the actual process
153,4,1,0.6152,0,INDICATED,Several incidents (216) had process fitness of 0.5 and below.,(inc0032450) to 0.5 indicating severe deviations from
153,4,2,0.7671,0,INDICATED,INC0032450 had the lowest process fitness of 0.19.,fitness scores ranging from 0.19 (inc0032450)
153,4,3,0.5874,0,MISSING,Multiple incidents had process fitness between 0.2 and 0.3.,process traces of the lowest fitness
153,4,4,0.6365,0,INDICATED,This critical process severity requires deeper individual incident analysis.,of inconsistent incident resolution and potential security
153,5,1,0.6272,0,INDICATED,Several incidents (216) had process fitness of 0.5 and below.,compliance category (fitness <= 0.5) indicating severe
153,5,2,0.8017,0,INDICATED,INC0032450 had the lowest process fitness of 0.19.,inc0032450 with a fitness of 0.19) fall
153,5,3,0.5844,0,MISSING,Multiple incidents had process fitness between 0.2 and 0.3.,a fitness of 0.19) fall into
153,5,4,0.6324,0,INDICATED,This critical process severity requires deeper individual incident analysis.,initial incident recording further investigate the process flows
153,6,1,0.6156,0,INDICATED,Several incidents (216) had process fitness of 0.5 and below.,to 0.5 indicating severe deviations from the defined incident management
153,6,2,0.6296,0,INDICATED,INC0032450 had the lowest process fitness of 0.19.,fitness values ranging from 0.19
153,6,3,0.5945,0,MISSING,Multiple incidents had process fitness between 0.2 and 0.3.,process drift for these incidents is required focusing
153,6,4,0.6395,0,INDICATED,This critical process severity requires deeper individual incident analysis.,into activity specifics and process drift
153,7,1,0.6188,0,INDICATED,Several incidents (216) had process fitness of 0.5 and below.,non-compliance with a fitness score of 0.5
153,7,2,0.824,0,INDICATED,INC0032450 had the lowest process fitness of 0.19.,inc0032450 being the least compliant at 0.19 the pervasive
153,7,3,0.5973,0,MISSING,Multiple incidents had process fitness between 0.2 and 0.3.,least compliant at 0.19 the pervasive
153,7,4,0.6435,0,INDICATED,This critical process severity requires deeper individual incident analysis.,and practical process potentially through targeted training
153,8,1,0.622,0,INDICATED,Several incidents (216) had process fitness of 0.5 and below.,0.19 to 0.5 this low adherence poses
153,8,2,0.629,0,INDICATED,INC0032450 had the lowest process fitness of 0.19.,fitness values ranging from 0.19
153,8,3,0.5862,0,MISSING,Multiple incidents had process fitness between 0.2 and 0.3.,to 0.5 this low adherence poses
153,8,4,0.6401,0,INDICATED,This critical process severity requires deeper individual incident analysis.,and 9 remediation requires focused training
153,9,1,0.609,0,INDICATED,Several incidents (216) had process fitness of 0.5 and below.,such as symptom 491 location 204 and category 46 remediation requires
153,9,2,0.8172,0,INDICATED,INC0032450 had the lowest process fitness of 0.19.,inc0032450 with a fitness of 0.19 demonstrate severe
153,9,3,0.6008,0,INDICATED,Multiple incidents had process fitness between 0.2 and 0.3.,a fitness of 0.19 demonstrate severe deviations
153,9,4,0.6377,0,INDICATED,This critical process severity requires deeper individual incident analysis.,these common technical patterns and addressing
153,10,1,0.6118,0,INDICATED,Several incidents (216) had process fitness of 0.5 and below.,an analyst all 550 incidents provided are critically non-compliant with
153,10,2,0.6296,0,INDICATED,INC0032450 had the lowest process fitness of 0.19.,fitness values ranging from 0.19
153,10,3,0.5997,0,MISSING,Multiple incidents had process fitness between 0.2 and 0.3.,approximately 90% are categorized with impact
153,10,4,0.627,0,INDICATED,This critical process severity requires deeper individual incident analysis.,indicating significant process deviations a deep dive
154,1,1,0.6079,0,INDICATED,"Low-priority (4) incidents are informational and spam about many symptoms, locations, and categories.",causes and detailed process deviations through technical and individual incident
154,1,2,0.7355,0,INDICATED,Medium-priority (3) incidents show widely distributed symptoms and affected categories with no clear pattern.,low compliance and frequent occurrences 3 **process improvement:** based on the deep dive develop targeted remediation
154,1,3,0.6462,0,INDICATED,"High-priority (2) incidents show repetitive symptom (491), location (161), and categories (46, 42, 53, 57, 61) and require compliance investigation.",cause analysis on incidents with symptom `491` and those affecting locations `204` `143` `161` and categories `46`
154,1,4,0.6404,0,INDICATED,"Critical-priority (1) incidents show repetitive patterns in symptom (491) and locations (204, 143 and categories (46, 42) and require detailed compliance assessment.",top offenders:** conduct a detailed root cause analysis on incidents with symptom `491` and those affecting locations `204` `143` `161` and categories
154,2,1,0.6237,0,INDICATED,"Low-priority (4) incidents are informational and spam about many symptoms, locations, and categories.","control ""report technical analysis and most affected categories"" is not"
154,2,2,0.5978,0,MISSING,Medium-priority (3) incidents show widely distributed symptoms and affected categories with no clear pattern.,"control ""report technical analysis and most affected categories"" is not fully met as an aggregated report"
154,2,3,0.6177,0,INDICATED,"High-priority (2) incidents show repetitive symptom (491), location (161), and categories (46, 42, 53, 57, 61) and require compliance investigation.",location 204 143 161 being most frequent) and categories (e.g category 42 46 26 being most frequent) to effectively deduce frequently targeted
154,2,4,0.6132,0,INDICATED,"Critical-priority (1) incidents show repetitive patterns in symptom (491) and locations (204, 143 and categories (46, 42) and require detailed compliance assessment.",symptom 491 location 204 and category 42 are the most frequently occurring attributes across incidents **required remediation:** to improve incident management compliance
154,3,1,0.6176,0,INDICATED,"Low-priority (4) incidents are informational and spam about many symptoms, locations, and categories.",identified locations and categories to improve compliance and deduce frequently
154,3,2,0.6009,0,INDICATED,Medium-priority (3) incidents show widely distributed symptoms and affected categories with no clear pattern.,most frequently affected a significant data gap exists with 65 incidents having no recorded symptom
154,3,3,0.6453,0,INDICATED,"High-priority (2) incidents show repetitive symptom (491), location (161), and categories (46, 42, 53, 57, 61) and require compliance investigation.",0.5 technical analysis identifies symptom 491 (172 incidents) locations 204 (111 incidents) 161 (104 incidents) and categories
154,3,4,0.6326,0,INDICATED,"Critical-priority (1) incidents show repetitive patterns in symptom (491) and locations (204, 143 and categories (46, 42) and require detailed compliance assessment.",and 0.5 technical analysis identifies symptom 491 (172 incidents) locations 204 (111 incidents) 161 (104 incidents) and categories 46
154,4,1,0.6198,0,INDICATED,"Low-priority (4) incidents are informational and spam about many symptoms, locations, and categories.","fulfilling the ""report technical analysis and most affected categories"" control's"
154,4,2,0.5929,0,MISSING,Medium-priority (3) incidents show widely distributed symptoms and affected categories with no clear pattern.,"assets and infrastructures fulfilling the ""report technical analysis and most affected categories"" control's objective"
154,4,3,0.6325,0,INDICATED,"High-priority (2) incidents show repetitive symptom (491), location (161), and categories (46, 42, 53, 57, 61) and require compliance investigation.",and locations analysis shows symptom 491 (228 occurrences) category 46 (104 occurrences) and location 204 (171 occurrences)
154,4,4,0.6229,0,INDICATED,"Critical-priority (1) incidents show repetitive patterns in symptom (491) and locations (204, 143 and categories (46, 42) and require detailed compliance assessment.",analysis shows symptom 491 (228 occurrences) category 46 (104 occurrences) and location 204 (171 occurrences) are the most frequent this enables the deduction of frequently targeted
154,5,1,0.6214,0,INDICATED,"Low-priority (4) incidents are informational and spam about many symptoms, locations, and categories.",statistics for the 'report technical analysis and most affected categories' control however all incidents
154,5,2,0.6008,0,INDICATED,Medium-priority (3) incidents show widely distributed symptoms and affected categories with no clear pattern.,frequently occurring attributes providing the necessary statistics for the 'report technical analysis and most affected categories'
154,5,3,0.6097,0,INDICATED,"High-priority (2) incidents show repetitive symptom (491), location (161), and categories (46, 42, 53, 57, 61) and require compliance investigation.",the technical analysis data highlights symptom 491 category 46 and location 204 as the most frequently occurring
154,5,4,0.6072,0,INDICATED,"Critical-priority (1) incidents show repetitive patterns in symptom (491) and locations (204, 143 and categories (46, 42) and require detailed compliance assessment.",category 46 and location 204 as the most frequently occurring attributes providing the necessary statistics for the 'report technical analysis and most affected categories'
154,6,1,0.6075,0,INDICATED,"Low-priority (4) incidents are informational and spam about many symptoms, locations, and categories.",assets or infrastructure additionally address the 70 incidents with unrecorded symptoms (`none`) to
154,6,2,0.6091,0,INDICATED,Medium-priority (3) incidents show widely distributed symptoms and affected categories with no clear pattern.,incidents with unrecorded symptoms (`none`) to ensure comprehensive data for future analysis and compliance
154,6,3,0.6316,0,INDICATED,"High-priority (2) incidents show repetitive symptom (491), location (161), and categories (46, 42, 53, 57, 61) and require compliance investigation.",reporting of technical statistics as required by the control analysis shows that symptom `491` (202 occurrences) category `46` (82 occurrences) and location `204` (154
